yr,mnth,hr,holiday,weekday,workingday,temp,hum,windspeed,cnt,weather_1,weather_2,weather_3,season_1,season_2,season_3,season_4,hr_sin,hr_cos,mnth_sin,mnth_cos,is_rush_hour,is_night,cnt_lag_1,cnt_lag_3,cnt_lag_6,cnt_lag_12,cnt_lag_24,cnt_rolling_mean_3,cnt_rolling_mean_6,cnt_rolling_mean_12,cnt_rolling_mean_24,cnt_rolling_std_6,cnt_rolling_std_12,cnt_ewm_6h
0,1,0,0,0,0,0.46,0.88,0.2985,2.8903717578961645,0,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0,1,3.6888794541139363,3.5553480614894135,3.58351893845611,4.442651256490317,2.833213344056216,3.537174448529941,3.5739243927360906,4.048769668977313,3.2374179708081297,0.11114720469903171,0.5156349680381498,3.6633613057647985
0,1,1,0,0,0,0.44,0.94,0.2537,2.8903717578961645,0,1,0,1,0,0,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0,1,2.8903717578961645,3.367295829986474,3.6375861597263857,4.553876891600541,3.713572066704308,3.315515680665525,3.4583998626427666,3.919413044094467,3.239799571384794,0.29961480354994935,0.5962472795061373,3.442507149230903
0,1,2,0,0,0,0.42,1.0,0.2836,2.302585092994046,0,1,0,1,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,2.8903717578961645,3.6888794541139363,3.6109179126442243,4.672828834461906,3.4965075614664802,3.156540989968755,3.3338641290043967,3.7807876162857688,3.205499558517788,0.3595381641867155,0.6278677108486729,3.284754180278121
0,1,3,0,0,0,0.46,0.94,0.194,1.9459101490553132,0,1,0,1,0,0,0,0.7071067811865475,0.7071067811865476,0.0,1.0,0,1,2.302585092994046,2.8903717578961645,3.5553480614894135,4.709530201312334,2.639057329615259,2.694442869595458,3.1158086590626994,3.5832673044967804,3.1557527889981034,0.5191968761057977,0.6913471939034619,3.0041344410540995
0,1,4,0,0,0,0.46,0.94,0.194,1.3862943611198906,0,1,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,1,1.9459101490553132,2.8903717578961645,3.367295829986474,4.543294782270004,0.6931471805599453,2.3796223333151745,2.8475690069903496,3.352965633475362,3.1268716564747723,0.6467734615085242,0.7406124243016119,2.7017846433401607
0,1,6,0,0,0,0.42,0.77,0.2985,1.0986122886681096,0,0,1,1,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,0,0,1.3862943611198906,2.302585092994046,3.6888794541139363,4.219507705176107,0.6931471805599453,1.8782632010564164,2.5174020955125855,3.0898822650461857,3.1557527889981034,0.8127393230393355,0.83415349031429,2.325930276991512
0,1,7,0,0,0,0.4,0.76,0.194,0.6931471805599453,0,1,0,1,0,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0,0,1.0986122886681096,1.9459101490553132,2.8903717578961645,3.58351893845611,1.0986122886681096,1.476938932947771,2.0856909012716147,2.8298076470038525,3.17264716850261,0.751675996552315,0.9308534353863506,1.975267994613397
0,1,8,0,0,0,0.4,0.71,0.2239,2.1972245773362196,0,0,1,1,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,0,,,,,,,,,,,,
0,1,9,0,0,0,0.38,0.76,0.2239,3.044522437723423,0,1,0,1,0,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,0,2.1972245773362196,1.0986122886681096,2.302585092994046,3.6109179126442243,2.1972245773362196,1.329661348854758,1.6039622749555873,2.468913201979992,3.1895415480071168,0.6464215985631295,1.0319145554349174,1.7770268521151318
0,1,10,0,0,0,0.36,0.81,0.2239,3.9889840465642745,0,1,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0,0,3.044522437723423,0.6931471805599453,1.9459101490553132,3.5553480614894135,2.70805020110221,1.978298065206529,1.7276184990771501,2.4217135790699253,3.2248456255232507,0.8467229754211518,0.986902487914148,2.1391684480032147
0,1,11,0,0,0,0.36,0.71,0.2537,4.2626798770413155,0,1,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0,0,3.9889840465642745,2.1972245773362196,1.3862943611198906,3.367295829986474,3.6109179126442243,3.076910353874639,2.0681308153286437,2.4578499111594967,3.2782178690841697,1.2613587955318706,1.0387615568441144,2.667687190449232
0,1,12,0,0,0,0.36,0.66,0.2985,4.543294782270004,0,1,0,1,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,0,0,4.2626798770413155,3.044522437723423,1.0986122886681096,3.6888794541139363,4.04305126783455,3.765395453776337,2.5475284013155477,2.532465248414067,3.3053746176007155,1.4783330082632693,1.1374929064945596,3.1233993866183987
0,1,13,0,0,0,0.36,0.66,0.1343,4.330733340286331,0,1,0,1,0,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0,0,4.543294782270004,3.9889840465642745,0.6931471805599453,2.8903717578961645,4.442651256490317,4.264986235291865,3.121642150249197,2.603666525760406,3.326218097368859,1.4719666016710045,1.2386979003598046,3.5290837853759998
0,1,14,0,0,0,0.36,0.76,0.194,4.0943445622221,0,0,1,1,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,0,4.330733340286331,4.2626798770413155,2.1972245773362196,2.8903717578961645,4.553876891600541,4.37890266653255,3.7279065102035944,2.723696657626253,3.3215548508603603,0.9156858877681098,1.3350441079859356,3.75812651535038
0,1,15,0,0,0,0.34,0.81,0.1642,4.31748811353631,0,0,1,1,0,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0,0,4.0943445622221,4.543294782270004,3.044522437723423,2.302585092994046,4.672828834461906,4.322790894926145,4.044093174351241,2.8240277246534142,3.3024076704695915,0.5260891278367144,1.3927040306259972,3.854188814456586
0,1,16,0,0,0,0.34,0.71,0.1642,4.343805421853684,0,0,1,1,0,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,4.31748811353631,4.330733340286331,3.9889840465642745,1.9459101490553132,4.709530201312334,4.247522005348247,4.2562541203200555,2.991936309698603,3.287601807097692,0.194616744101329,1.4446160762704314,3.9865600427650785
0,1,17,0,0,0,0.34,0.57,0.194,4.189654742026425,1,0,0,1,0,0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0,0,4.343805421853684,4.0943445622221,4.2626798770413155,1.3862943611198906,4.543294782270004,4.251879365870698,4.315391016201624,3.1917609157651334,3.2723632746202482,0.14465634363606597,1.4525930599317847,4.088630151076108
0,1,18,0,0,0,0.36,0.46,0.3284,3.9889840465642745,0,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0,0,4.189654742026425,4.31748811353631,,,,4.283649425805473,,,,,,4.117494319919056
0,1,19,0,0,0,0.32,0.42,0.4478,3.4339872044851463,1,0,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0,0,3.9889840465642745,4.343805421853684,4.330733340286331,0.6931471805599453,3.58351893845611,4.174148070148127,4.210835037748187,3.6662385939986923,3.248023120501273,0.14606033183600234,1.1480861514787357,4.080777098960548
0,1,20,0,0,0,0.3,0.39,0.3582,3.1354942159291497,1,0,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,3.4339872044851463,4.189654742026425,4.0943445622221,2.1972245773362196,3.6375861597263857,3.8708753310252817,4.061377348447991,3.894641929325793,3.2417926315858154,0.3351893346836811,0.6800916432628128,3.8959799862532902
0,1,21,0,0,0,0.26,0.44,0.3284,3.4657359027997265,1,0,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0,0,3.1354942159291497,3.9889840465642745,,,,3.5194884889928564,,,,,,3.67869833758925
0,1,22,0,0,0,0.24,0.44,0.2985,2.302585092994046,1,0,0,1,0,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,3.4657359027997265,3.4339872044851463,,,,3.345072441071341,,,,,,3.617851927649386
0,1,23,0,0,0,0.22,0.47,0.1642,2.1972245773362196,1,0,0,1,0,0,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0,0,2.302585092994046,3.1354942159291497,4.189654742026425,4.2626798770413155,3.367295829986474,2.9679384039076404,3.4194068674664617,3.867398941834043,3.16262442649677,0.6705156503161341,0.657885473572795,3.242061403462146
0,1,0,0,1,1,0.22,0.44,0.3582,1.791759469228055,1,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0,1,2.1972245773362196,3.4657359027997265,3.9889840465642745,4.543294782270004,3.6888794541139363,2.655181857709997,3.087335173351427,3.6952776668586176,3.1138714576363427,0.7052339028214163,0.7999245902081527,2.943536595997595
0,1,1,0,1,1,0.2,0.44,0.4179,1.0986122886681096,1,0,0,1,0,0,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0,1,1.791759469228055,2.302585092994046,3.4339872044851463,4.330733340286331,2.8903717578961645,2.0971897131861064,2.721131077128724,3.4659830574384554,3.0348247915994304,0.7138189353681638,0.9200794993312862,2.6144574169205836
0,1,4,0,1,1,0.16,0.47,0.3881,0.6931471805599453,1,0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,1,1.0986122886681096,2.1972245773362196,3.1354942159291497,4.0943445622221,2.8903717578961645,1.6958654450774613,2.3319019244925507,3.196639636470271,2.9601681470482615,0.8675361345186223,1.0995085637809239,2.181358808848448
0,1,5,0,1,1,0.16,0.47,0.2836,1.3862943611198906,1,0,0,1,0,0,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0,1,0.6931471805599453,1.791759469228055,3.4657359027997265,4.31748811353631,2.302585092994046,1.194506312818703,1.9248440852643502,2.913206521331757,2.868617122992586,0.9806808610878546,1.2719240355425332,1.7561554864803044
0,1,6,0,1,1,0.14,0.5,0.3881,3.4339872044851463,1,0,0,1,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,0,0,1.3862943611198906,1.0986122886681096,2.302585092994046,4.343805421853684,1.9459101490553132,1.059351276782648,1.5782704949843775,2.668940375297056,2.8304383424978297,0.6330376683375772,1.2591180473112338,1.6504808792344718
0,1,7,0,1,1,0.14,0.5,0.194,4.174387269895637,1,0,0,1,0,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,1,0,3.4339872044851463,0.6931471805599453,2.1972245773362196,4.189654742026425,1.3862943611198906,1.8378095820549938,1.7668375135662278,2.5931221905163446,2.8924415531407397,0.9705041157790877,1.1735844002133613,2.1600541150203787
0,1,8,0,1,1,0.14,0.5,0.2836,5.043425116919247,1,0,0,1,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1,0,4.174387269895637,1.3862943611198906,1.791759469228055,3.9889840465642745,1.0986122886681096,2.9982229451668907,2.0963646289927973,2.5918499011721123,3.008612091006395,1.3906060031118697,1.171703011830399,2.7355778735561667
0,1,9,0,1,1,0.16,0.43,0.3881,4.48863636973214,1,0,0,1,0,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,1,0,5.043425116919247,3.4339872044851463,1.0986122886681096,3.4339872044851463,0.6931471805599453,4.217266530433343,2.638308903607996,2.6797199903683597,3.1729792921835265,1.8165398379813558,1.3165847973449183,3.3949628002313323
0,1,10,0,1,1,0.18,0.43,0.2537,3.8066624897703196,1,0,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0,0,4.48863636973214,4.174387269895637,0.6931471805599453,3.1354942159291497,2.1972245773362196,4.568816252182341,3.203312917118667,2.7676074208056094,3.3311246750657006,1.7684317215546486,1.403823345746442,3.707440962945849
0,1,11,0,1,1,0.2,0.4,0.3284,3.9512437185814275,1,0,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0,0,3.8066624897703196,5.043425116919247,1.3862943611198906,3.4657359027997265,3.044522437723423,4.446241325473902,3.7222321353203967,2.8235381102923736,3.3981845880837884,1.2715494108145904,1.432882526577664,3.735789970609983
0,1,12,0,1,1,0.22,0.35,0.2985,4.127134385045092,1,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,0,0,3.9512437185814275,4.48863636973214,3.4339872044851463,2.302585092994046,3.9889840465642745,4.082180859361295,4.149723694897319,2.863997094940849,3.435964641452872,0.5627675079441782,1.4592754885305657,3.79734818431611
0,1,13,0,1,1,0.24,0.35,0.2836,4.127134385045092,1,0,0,1,0,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0,0,4.127134385045092,3.8066624897703196,4.174387269895637,2.1972245773362196,4.2626798770413155,3.961680197798946,4.265248224990644,3.016042869278436,3.4417209055562394,0.445352083385913,1.4901876585146252,3.8915728130958187
0,1,14,0,1,1,0.26,0.3,0.2836,4.356708826689592,1,0,0,1,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,0,4.127134385045092,3.9512437185814275,5.043425116919247,1.791759469228055,4.543294782270004,4.0685041628905365,4.257372744182219,3.176868686587508,3.4360731767230632,0.447691851906378,1.4979056127720531,3.9588761193670394
0,1,15,0,1,1,0.26,0.3,0.2537,4.290459441148391,1,0,0,1,0,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0,0,4.356708826689592,4.127134385045092,4.48863636973214,1.0986122886681096,4.330733340286331,4.203659198926592,4.142920029143943,3.3906144663759696,3.428298761907213,0.2512101717850683,1.4649288404736962,4.072542607173483
0,1,16,0,1,1,0.26,0.3,0.2537,4.343805421853684,1,0,0,1,0,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,4.290459441148391,4.127134385045092,3.8066624897703196,0.6931471805599453,4.0943445622221,4.2581008842943575,4.109890541046653,3.65660172908266,3.426620682776465,0.20554082780923505,1.2903008068278614,4.134804559737742
0,1,17,0,1,1,0.24,0.3,0.2239,5.062595033026967,1,0,0,1,0,0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,1,0,4.343805421853684,4.356708826689592,3.9512437185814275,1.3862943611198906,4.31748811353631,4.330324563230555,4.199414363060547,3.960823249190472,3.437014885261115,0.15869277968250467,0.8991518805743662,4.194519091770869
0,1,18,0,1,1,0.24,0.32,0.1045,5.062595033026967,1,0,0,1,0,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,1,0,5.062595033026967,4.290459441148391,4.127134385045092,3.4339872044851463,4.343805421853684,4.565619965343013,4.384639582134803,4.267181638516061,3.468061006906559,0.34743600882828946,0.4624688356449646,4.442540789272611
0,1,19,0,1,1,0.2,0.47,0.0,4.709530201312334,1,0,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,1,0,5.062595033026967,4.343805421853684,4.127134385045092,4.174387269895637,4.189654742026425,4.822998495969205,4.540549690131782,4.402898957561213,3.4980105740387786,0.4125592799501816,0.43380880564143487,4.6196991446309985
0,1,20,0,1,1,0.2,0.47,0.1045,3.970291913552122,1,0,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,4.709530201312334,5.062595033026967,4.356708826689592,5.043425116919247,3.9889840465642745,4.944906755788755,4.637615659509655,4.447494201845937,3.519672051509025,0.3611473886313957,0.4356845373415109,4.645365160825666
0,1,21,0,1,1,0.18,0.64,0.1343,3.970291913552122,1,0,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0,0,3.970291913552122,5.062595033026967,4.290459441148391,4.48863636973214,3.4339872044851463,4.580805715963807,4.573212840653411,4.358066434898677,3.5188932126335186,0.44579438675479016,0.4117205185407393,4.452487090176081
0,1,22,0,1,1,0.14,0.69,0.1343,3.044522437723423,1,0,0,1,0,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,3.970291913552122,4.709530201312334,4.343805421853684,3.8066624897703196,3.1354942159291497,4.216704676138859,4.519851586054033,4.314871063550342,3.5412392421779764,0.5020244605118187,0.42379048527588764,4.314717039712093
0,1,23,0,1,1,0.18,0.55,0.1045,2.5649493574615367,1,0,0,1,0,0,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0,0,3.044522437723423,3.970291913552122,5.062595033026967,3.9512437185814275,3.4657359027997265,3.6617020882758884,4.303304422032323,4.251359392546434,3.537448751419404,0.7904923267521464,0.5462838937224699,3.9518042962867588
0,1,0,0,2,1,0.16,0.55,0.1045,1.791759469228055,1,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0,1,2.5649493574615367,3.970291913552122,5.062595033026967,4.127134385045092,2.302585092994046,3.1932545695790266,3.887030142771417,4.13583486245311,3.4999159786969796,0.9518446342128831,0.7309051301442233,3.555560028050981
0,1,1,0,2,1,0.16,0.59,0.1045,1.0986122886681096,1,0,0,1,0,0,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0,1,1.791759469228055,3.044522437723423,4.709530201312334,4.127134385045092,2.1972245773362196,2.467077088137671,3.3418908821382654,3.941220286135024,3.47863157770673,1.0728640679700907,0.9962001055379948,3.0516170112444305
0,1,2,0,2,1,0.14,0.63,0.1343,0.6931471805599453,1,0,0,1,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,1.0986122886681096,2.5649493574615367,3.970291913552122,4.356708826689592,1.791759469228055,1.8184403717859,2.7400712300308947,3.6888434447702756,3.4328560656788922,1.1613721815422808,1.286223806603705,2.4936156619369103
0,1,4,0,2,1,0.14,0.63,0.0896,1.0986122886681096,1,0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,1,0.6931471805599453,1.791759469228055,,,,1.1945063128187028,,,,,,1.9791960958292059
0,1,5,0,2,1,0.12,0.68,0.1045,1.6094379124341003,1,0,0,1,0,0,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0,1,1.0986122886681096,1.0986122886681096,3.044522437723423,4.343805421853684,0.6931471805599453,0.9634572526320543,1.7152671703848632,3.117559378219448,3.3870805536510544,0.9273603632304975,1.6280833752678467,1.7276007223546068
0,1,6,0,2,1,0.12,0.74,0.1045,3.6109179126442243,1,0,0,1,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,0,0,1.6094379124341003,0.6931471805599453,2.5649493574615367,5.062595033026967,1.3862943611198906,1.133732460554051,1.4760864161699763,2.8896954191011495,3.4252593341458106,0.6634789949087004,1.6322014535509486,1.6938399195201765
0,1,7,0,2,1,0.12,0.74,0.1343,4.553876891600541,1,0,0,1,0,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,1,0,3.6109179126442243,1.0986122886681096,1.791759469228055,5.062595033026967,3.4339872044851463,2.106322704582144,1.6504145087004243,2.768722325735921,3.517951982125991,1.0383220303714868,1.5053828481904352,2.2415764889841903
0,1,8,0,2,1,0.14,0.69,0.1642,5.19295685089021,1,0,0,1,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1,0,4.553876891600541,1.6094379124341003,1.0986122886681096,4.709530201312334,4.174387269895637,3.258077572226288,2.1107674124291718,2.726329147283719,3.5646140524224657,1.5829800901460735,1.440685170443898,2.9022337468745762
0,1,9,0,2,1,0.16,0.64,0.2239,4.61512051684126,1,0,0,1,0,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,1,0,5.19295685089021,3.6109179126442243,0.6931471805599453,3.970291913552122,5.043425116919247,4.452583885044991,2.7931581727995223,2.7666147014152087,3.607054451630573,1.9084349960093685,1.5064407800189539,3.5567260623076145
0,1,10,0,2,1,0.16,0.69,0.3284,3.7612001156935624,0,1,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0,0,4.61512051684126,4.553876891600541,1.0986122886681096,3.970291913552122,4.48863636973214,4.787318086444003,3.446820395513074,2.82035041835597,3.5892084266273234,1.7062517678893967,1.5636927927793187,3.859124477888656
0,1,11,0,2,1,0.22,0.51,0.2985,4.060443010546419,1,0,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0,0,3.7612001156935624,5.19295685089021,1.6094379124341003,3.044522437723423,3.8066624897703196,4.5230924944750095,3.89058503335065,2.8029261018677563,3.5588985827090496,1.2617183877368285,1.550826057916324,3.8311460886900583
0,1,12,0,2,1,0.22,0.51,0.1642,4.3694478524670215,1,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,0,0,4.060443010546419,4.61512051684126,3.6109179126442243,2.5649493574615367,3.9512437185814275,4.1455878810270805,4.299085883036036,2.887586149603006,3.5694727710747203,0.5972685040675055,1.5923866645258844,3.896659494934733
